date,title,artist,genre,duration,release_date,lyrics,identifier,gender,age
15/08/2022,Lover,Taylor Swift,Indie,03:42,16/08/2019,we could leave the christmas lights up 'til january and this is our place we make the rules and there's a dazzling haze a mysterious way about you dear have i known you twenty seconds or twenty years  can i go where you go can we always be this close forever and ever ah take me out and take me home you're my my my my lover  we could let our friends crash in the living room this is our place we make the call and i'm highly suspicious that everyone who sees you wants you i've loved you three summers now honey but i want 'em all  can i go where you go can we always be this close forever and ever ah take me out and take me home forever and ever you're my my my my lover   ladies and gentlemen will you please stand with every  string scar on my hand i take this magnetic force of a man to be my lover my heart's been borrowed and yours has been blue all's well that ends well to end up with you swear to be overdramatic and true to my lover and you'll save all your dirtiest jokes for me and at every table i'll save you a seat lover  can i go where you go can we always be this close forever and ever ah take me out and take me home forever and ever you're my my my my oh you're my my my my darling you're my my my my lover,Phoenix,Female,23
15/08/2022,Style,Taylor Swift,Pop,03:51,27/10/2014,midnight you come and pick me up no headlights a long drive could end in burning flames or paradise fade into view oh it's been a while since i have even heard from you heard from you  pre and i should just tell you to leave 'cause i know exactly where it leads but i watch us go 'round and 'round each time  you got that james dean daydream look in your eye and i got that red lip classic thing that you like and when we go crashing down we come back every time 'cause we never go out of style we never go out of style you got that long hair slicked back white tshirt and i got that good girl faith and a tight little skirt and when we go crashing down we come back every time 'cause we never go out of style we never go out of style   so it goes he can't keep his wild eyes on the road mmm takes me home the lights are off he's taking off his coat mmm yeah i say i heard oh that you've been out and about with some other girl some other girl  pre he says what you heard is true but i can't stop thinking 'bout you and i i said i've been there too a few times   'cause you got that james dean daydream look in your eye and i got that red lip classic thing that you like and when we go crashing down we come back every time 'cause we never go out of style we never go out of style you got that long hair slicked back white tshirt and i got that good girl faith and a tight little skirt a tight little skirt and when we go crashing down we come back every time 'cause we never go out of style we never go we never go we never go out of style  take me home just take me home yeah just take me home ohoh whoaoh oh out of style   oh you got that james dean daydream look in your eye and i got that red lip classic thing that you like and when we go crashing down and when we go we come back every time 'cause we never go out of style we never go out of style,Phoenix,Female,23
16/08/2022,Blank Space,Taylor Swift,Pop,03:52,27/10/2014,nice to meet you where you been i could show you incredible things magic madness heaven sin saw you there and i thought oh my god look at that face you look like my next mistake love's a game wanna play ayy   new money suit and tie i can read you like a magazine ain't it funny rumors fly and i know you heard about me so hey let's be friends i'm dying to see how this one ends grab your passport and my hand i can make the bad guys good for a weekend  so it's gonna be forever or it's gonna go down in flames you can tell me when it's over mmm if the high was worth the pain got a long list of exlovers they'll tell you i'm insane 'cause you know i love the players and you love the game 'cause we're young and we're reckless we'll take this way too far it'll leave you breathless mmm or with a nasty scar got a long list of exlovers they'll tell you i'm insane but i've got a blank space baby and i'll write your name   cherry lips crystal skies i could show you incredible things stolen kisses pretty lies you're the king baby i'm your queen find out what you want be that girl for a month wait the worst is yet to come oh no related songs4 screaming crying perfect storms i can make all the tables turn rose garden filled with thorns keep you second guessing like oh my god who is she i get drunk on jealousy but you'll come back each time you leave 'cause darling i'm a nightmare dressed like a daydream   so it's gonna be forever or it's gonna go down in flames you can tell me when it's over mmm if the high was worth the pain got a long list of exlovers they'll tell you i'm insane 'cause you know i love the players and you love the game 'cause we're young and we're reckless oh we'll take this way too far it'll leave you breathless ohoh mmm or with a nasty scar got a long list of exlovers they'll tell you i'm insane insane but i've got a blank space baby and i'll write your name  boys only want love if it's torture don't say i didn't say i didn't warn ya boys only want love if it's torture don't say i didn't say i didn't warn ya   so it's gonna be forever or it's gonna go down in flames you can tell me when it's over over mmm if the high was worth the pain got a long list of exlovers they'll tell you i'm insane i'm insane 'cause you know i love the players and you love the game and you love the game 'cause we're young and we're reckless yeah we'll take this way too far ooh it'll leave you breathless mmm or with a nasty scar with a nasty scar got a long list of exlovers they'll tell you i'm insane but i've got a blank space baby and i'll write your name,Phoenix,Female,23
16/08/2022,Party in the U.S.A.,Miley Cyrus,Pop,03:23,11/08/2009,i hopped off the plane at lax with a dream and my cardigan welcome to the land of fame excess woah am i gonna fit in jumped in the cab here i am for the first time look to my right and i see the hollywood sign this is all so crazy everybody seems so famous  pre my tummy's turnin' and i'm feelin' kinda homesick too much pressure and i'm nervous that's when the taxi man turned on the radio and a jayz song was on and a jayz song was on and a jayz song was on  so i put my hands up they're playin' my song the butterflies fly away i'm noddin' my head like yeah movin' my hips like yeah got my hands up they're playing my song i know i'm gonna be okay yeah it's a party in the usa  yeah it's a party in the usa    get to the club in my taxi cab everybody's lookin' at me now like who's that chick that's rockin' kicks she gotta be from out of town so hard with my girls not around me it's definitely not a nashville party 'cause all i see are stilettos i guess i never got the memo  pre my tummy's turnin' and i'm feelin' kinda homesick too much pressure and i'm nervous that's when the dj dropped my favorite tune and a britney song was on and a britney song was on and a britney song was on you might also like so i put my hands up they're playin' my song the butterflies fly away i'm noddin' my head like yeah movin' my hips like yeah got my hands up they're playing my song i know i'm gonna be okay yeah it's a party in the usa  yeah it's a party in the usa    feel like hopping on a flight on a flight back to my hometown tonight town tonight something stops me every time every time the dj plays my song and i feel alright hey hey   so i put my hands up they're playing my song the butterflies fly away i'm noddin' my head like yeah nnnnoddin' my head movin' my hips like yeah ooh yeah got my hands up they're playing my song i know i'm gonna be okay gonna be okay yeah nana nana it's a party in the usa  yeah it's a party in the usa  so i put my hands up they're playing my song the butterflies fly away flying away i'm noddin' my head like yeah noddin' my head like yeah movin' my hips like yeah movin' my hips like yeah got my hands up they're playing my song i know i'm gonna be okay i'm gonna be okay yeah yeah it's a party in the usa  yeah hahahaha it's a party in the usa,Phoenix,Female,23
16/08/2022,Uptown Funk,Bruno Mars,Pop,04:30,10/11/2014,doh dohdohdoh dohdohdoh dohdoh dohdohdoh dohdohdoh dohdoh dohdohdoh dohdohdoh dohdoh dohdohdoh dohdoh aw ow   this hit that ice cold michelle pfeiffer that white gold this one for them hood girls them good girls straight masterpieces stylin' wilin' livin' it up in the city got chucks on with saint laurent gotta kiss myself i'm so pretty refrain i'm too hot hot damn doh uh call the police and the fireman dohdohdoh dohdohdoh dohdoh i'm too hot hot damn dohdohdoh dohdohdoh dohdoh make a dragon wanna retire man i'm too hot hot damn dohdohdoh dohdohdoh dohdoh say my name you know who i am i'm too hot hot damn dohdohdoh dohdoh doh doh and my band 'bout that money break it down  pre girls hit your hallelujah woo girls hit your hallelujah woo girls hit your hallelujah woo 'cause uptown funk gon' give it to you woo 'cause uptown funk gon' give it to you 'cause uptown funk gon' give it to you saturday night and we in the spot don't believe me just watch come on   doh dohdohdoh dohdohdoh dohdoh ya dohdohdoh dohdohdoh dohdoh don't believe me just watch uh dohdohdoh dohdohdoh dohdoh ya dohdohdoh dohdoh don't believe me just watch uh don't believe me just watch uh don't believe me just watch don't believe me just watch hey hey hey oh you might also like stop wait a minute fill my cup put some liquor in it take a sip sign the check julio get the stretch ride to harlem hollywood jackson mississippi if we show up we gon' show out smoother than a fresh jar o' skippy  refrain i'm too hot hot damn doh call the police and the fireman dohdohdoh dohdohdoh dohdoh i'm too hot hot damn dohdohdoh dohdohdoh dohdoh make a dragon wanna retire man i'm too hot too hot hot damn hot damn dohdohdoh dohdohdoh dohdoh bitch say my name you know who i am i'm too hot hot damn dohdohdoh dohdoh doh doh uh and my band 'bout that money break it down  pre girls hit your hallelujah woo girls hit your hallelujah woo girls hit your hallelujah woo 'cause uptown funk gon' give it to you woo 'cause uptown funk gon' give it to you 'cause uptown funk gon' give it to you saturday night and we in the spot don't believe me just watch come on  doh dohdohdoh dohdohdoh dohdoh ya dohdohdoh dohdohdoh dohdoh don't believe me just watch uh dohdohdoh dohdohdoh dohdoh ya dohdohdoh dohdoh don't believe me just watch uh don't believe me just watch uh don't believe me just watch don't believe me just watch hey hey hey oh   doh dohdohdoh dohdohdoh dohdoh before we leave dohdohdoh dohdohdoh dohdoh lemme tell y'all a lil' something uptown funk you up uptown funk you up dohdohdoh dohdohdoh dohdoh uptown funk you up uptown funk you up uh dohdohdoh dohdohdoh dohdoh i said uptown funk you up uptown funk you up uh dohdohdoh dohdohdoh dohdoh uptown funk you up uptown funk you up come on dohdohdoh dohdoh doh doh dance jump on it dohdohdoh dohdohdoh dohdoh if you sexy then flaunt it if you freaky then own it dohdohdoh dohdohdoh dohdoh don't brag about it come show me come on dance jump on it dohdohdoh dohdohdoh dohdoh if you sexy then flaunt it well it's saturday night and we in the spot don't believe me just watch come on   doh dohdohdoh dohdohdoh dohdoh ya dohdohdoh dohdohdoh dohdoh don't believe me just watch uh dohdohdoh dohdohdoh dohdoh ya dohdohdoh dohdoh don't believe me just watch uh don't believe me just watch uh don't believe me just watch don't believe me just watch hey hey hey oh   uptown funk you up woo come on doh uptown funk you up hey say what dohdohdoh dohdohdoh dohdoh uptown funk you up hey dohdohdoh doh uptown funk you up come on doh uptown funk you up woo come on dohdohdoh dohdohdoh dohdoh uptown funk you up hey say what uptown funk you up hey uptown funk you up come on doh uptown funk you up woo come on dohdohdoh dohdohdoh dohdoh uptown funk you up hey say what uptown funk you up hey dohdohdoh doh uptown funk you up come on doh uptown funk you up ah dohdohdoh dohdohdoh dohdoh uptown funk you up say what uptown funk you up aw ow,Phoenix,Female,23
17/08/2022,7 rings,Ariana Grande,R&B,02:59,18/01/2019,yeah breakfast at tiffany's and bottles of bubbles girls with tattoos who like getting in trouble lashes and diamonds atm machines buy myself all of my favorite things yeah been through some bad shit i should be a sad bitch who woulda thought it'd turn me to a savage rather be tied up with calls and not strings write my own checks like i write what i sing yeah yeah  pre my wrist stop watchin' my neck is flossy make big deposits my gloss is poppin' you like my hair gee thanks just bought it i see it i like it i want it i got it yeah  i want it i got it i want it i got it i want it i got it i want it i got it you like my hair gee thanks just bought it i see it i like it i want it i got it yep  wearing a ring but ain't gon' be no mrs bought matching diamonds for six of my bitches i'd rather spoil all my friends with my riches think retail therapy my new addiction whoever said money can't solve your problems must not have had enough money to solve 'em they say which one i say nah i want all of 'em happiness is the same price as redbottoms  pre my smile is beamin' yeah my skin is gleamin' is gleamin' the way it shine i know you've seen it you've seen it i bought a crib just for just for the closet closet both his and hers i want it i got it yeah   i want it i got it i want it i got it i want it i got it i want it i got it baby you like my hair gee thanks just bought it oh yeah i see it i like it i want it i got it yep you might also like yeah my receipts be lookin' like phone numbers if it ain't money then wrong number black card is my business card the way it be settin' the tone for me i don't mean to brag but i be like put it in the bag yeah when you see them racks they stacked up like my ass yeah shoot go from the store to the booth make it all back in one loop gimme the loot never mind i got the juice nothing but net when we shoot look at my neck look at my jet ain't got enough money to pay me respect ain't no budget when i'm on the set if i like it then that's what i get yeah   i want it i got it i want it i got it oh yeah i want it i got it i want it i got it oh yeah yeah you like my hair gee thanks just bought it i see it i like it i want it i got it i see yep,Phoenix,Female,23
17/08/2022,Rolling in the Deep,Adele,R&B,03:49,29/11/2010,there's a fire starting in my heart reaching a fever pitch and it's bringing me out the dark finally i can see you crystal clear go ahead and sell me out and i'll lay your shit bare see how i'll leave with every piece of you don't underestimate the things that i will do there's a fire starting in my heart reaching a fever pitch and it's bringing me out the dark  pre the scars of your love remind me of us they keep me thinkin' that we almost had it all the scars of your love they leave me breathless i can't help feeling  we could've had it all you're gonna wish you never had met me rolling in the deep tears are gonna fall rolling in the deep you had my heart inside of your hand you're gonna wish you never had met me and you played it to the beat tears are gonna fall rolling in the deep   baby i have no story to be told but i've heard one on you now i'm gonna make your head burn think of me in the depths of your despair make a home down there as mine sure won't be shared  pre you're gonna wish you never had met me the scars of your love remind me of us tears are gonna fall rolling in the deep they keep me thinkin' that we almost had it all you're gonna wish you never had met me the scars of your love they leave me breathless tears are gonna fall rolling in the deep i can't help feeling   we could've had it all you're gonna wish you never had met me rolling in the deep tears are gonna fall rolling in the deep you had my heart inside of your hand you're gonna wish you never had met me and you played it to the beat tears are gonna fall rolling in the deep could've had it all rolling in the deep you had my heart inside of your hand but you played it with a beating you might also like throw your soul through every open door ooh woah oh count your blessings to find what you look for woah turn my sorrow into treasured gold ooh woah oh you'll pay me back in kind and reap just what you sow  breakdown you're gonna wish you never had met me we could've had it all tears are gonna fall rolling in the deep we could've had it all yeah you're gonna wish you never had met me it all it all it all tears are gonna fall rolling in the deep   we could've had it all you're gonna wish you never had met me rolling in the deep tears are gonna fall rolling in the deep you had my heart inside of your hand you're gonna wish you never had met me and you played it to the beat tears are gonna fall rolling in the deep could've had it all you're gonna wish you never had met me rolling in the deep tears are gonna fall rolling in the deep you had my heart inside of your hand you're gonna wish you never had met me but you played it you played it you played it you played it to the beat,Phoenix,Female,23
17/08/2022,Blinding Lights,The Weeknd,Pop,03:21,29/11/2019,yeah i've been tryna call i've been on my own for long enough maybe you can show me how to love maybe i'm going through withdrawals you don't even have to do too much you can turn me on with just a touch baby pre i look around and sin city's cold and empty oh no one's around to judge me oh i can't see clearly when you're gone   i said ooh i'm blinded by the lights no i can't sleep until i feel your touch i said ooh i'm drowning in the night oh when i'm like this you're the one i trust hey hey hey   i'm running out of time 'cause i can see the sun light up the sky so i hit the road in overdrive baby oh  pre the city's cold and empty oh no one's around to judge me oh i can't see clearly when you're gone   i said ooh i'm blinded by the lights no i can't sleep until i feel your touch i said ooh i'm drowning in the night oh when i'm like this you're the one i trust you might also like i'm just calling back to let you know back to let you know i could never say it on the phone say it on the phone will never let you go this time ooh   i said ooh i'm blinded by the lights no i can't sleep until i feel your touch hey hey hey hey hey hey   i said ooh i'm blinded by the lights no i can't sleep until i feel your touch,Phoenix,Female,23
18/08/2022,God is a woman,Ariana Grande,Pop,03:18,13/07/2018,you you love it how i move you you love it how i touch you my one when all is said and done you'll believe god is a woman and i i feel it after midnight a feelin' that you can't fight my one it lingers when we're done you'll believe god is a woman   i don't wanna waste no time yeah you ain't got a onetrack mind yeah have it any way you like yeah and i can tell that you know i know how i want it ain't nobody else can relate boy i like that you ain't afraid baby lay me down and let's pray i'm tellin' you the way i like it how i want it pre yeah and i can be all the things you told me not to be yeah when you try to come for me i keep on flourishing yeah and he see the uniwhen i'm the company it's all in me   you you love it how i move you you love it how i touch you my one when all is said and done you'll believe god is a woman and i i feel it after midnight a feelin' that you can't fight my one it lingers when we're done you'll believe god is a woman   yeah i tell you all the things you should know so baby take my hands save your soul we can make it last take it slow hmm and i can tell that you know i know how i want it yeah but you're different from the rest and boy if you confess you might get blessed see if you deserve what comes next i'm tellin' you the way i like it how i want it you might also likepre yeah and i can be all the things you told me not to be yeah when you try to come for me i keep on flourishing yeah and he see the uniwhen i'm the company it's all in me   you you love it how i move you you love it how i touch you my one when all is said and done you'll believe god is a woman and i i feel it after midnight a feelin' that you can't fight my one it lingers when we're done you'll believe god is a woman   yeah yeah god is a woman yeah yeah god is a woman yeah my one one when all is said and done you'll believe god is a woman you'll believe god god is a woman oh yeah god is a woman yeah one it lingers when we're done you'll believe god is a woman,Phoenix,Female,23
18/08/2022,Cheap Thrills,Sia,Pop,03:32,11/02/2016,come on come on turn the radio on it's friday night and i won't be long gotta do my hair put my make up on it's friday night and i won't be long  pre 'til i hit the dance floor hit the dance floor i got all i need no i ain't got cash i ain't got cash but i got you baby  baby i don't need dollar bills to have fun tonight i love cheap thrills baby i don't need dollar bills to have fun tonight i love cheap thrills but i don't need no money as long as i can feel the beat i don't need no money as long as i keep dancing   come on come on turn the radio on it's saturday and i won't be long gotta paint my nails put my high heels on it's saturday and i won't be long  pre 'til i hit the dance floor hit the dance floor i got all i need no i ain't got cash i ain't got cash but i got you baby   baby i don't need dollar bills to have fun tonight i love cheap thrills baby i don't need dollar bills to have fun tonight i love cheap thrills but i don't need no money as long as i can feel the beat i don't need no money as long as i keep dancing you might also like i love cheap thrills i love cheap thrills i don't need no money as long as i can feel the beat i don't need no money as long as i keep dancing   baby i don't need dollar bills to have fun tonight i love cheap thrills baby i don't need dollar bills to have fun tonight i love cheap thrills i don't need no money as long as i can feel the beat i don't need no money as long as i keep dancing   la la la la la la la i love cheap thrills la la la la la la la i love cheap thrills la la la la la la la i love cheap thrills la la la la la la la i love cheap thrills,Phoenix,Female,23
18/08/2022,Mistletoe,Justin Bieber,Pop,03:03,17/10/2011,it's the most beautiful time of the year lights fill the streets spreading so much cheer i should be playing in the winter snow but i'ma be under the mistletoe i don't wanna miss out on the holiday but i can't stop staring at your face i should be playing in the winter snow but i'ma be under the mistletoe   with you shawty with you with you shawty with you with you under the mistletoe  everyone's gathering around the fire chestnuts roasting like a hot july i should be chilling with my folks i know but i'ma be under the mistletoe word on the street santa's coming tonight reindeer's flying through the sky so high i should be making a list i know but i'ma be under the mistletoe   with you shawty with you with you shawty with you with you under the mistletoe with you shawty with you with you shawty with you with you under the mistletoe   ayy love the wise men followed the star the way i followed my heart and it led me to a miracle ayy love don't you buy me nothing 'cause i am feeling one thing your lips on my lips that's a merry merry christmas you might also like it's the most beautiful time of the year lights fill the streets spreading so much cheer i should be playing in the winter snow but i'ma be under the mistletoe i don't wanna miss out on the holiday but i can't stop staring at your face i should be playing in the winter snow but i'ma be under the mistletoe   with you shawty with you with you shawty with you with you under the mistletoe yeah with you shawty with you with you shawty with you with you under the mistletoe under the mistletoe   kiss me underneath the mistletoe show me baby that you love me soohoh oh oh oh kiss me underneath the mistletoe show me baby that you love me soohoh oh oh oh,Phoenix,Female,23
19/08/2022,Love You Like a Love Song,Selena Gomez,R&B,03:09,17/06/2011,it's been said and done every beautiful thought's been already sung and i guess right now here's another one so your melody will play on and on with the best of 'em you are beautiful like a dream come alive incredible a centerfold miracle lyrical you saved my life again pre and i want you to know baby   i i love you like a love song baby i i love you like a love song baby i i love you like a love song baby and i keep hitting repeatpeatpeatpeatpeatpeat oh i i love you like a love song baby oh i i love you like a love song baby oh i i love you like a love song baby oh and i keep hitting repeatpeatpeatpeatpeatpeat   constantly boy you play through my mind like a symphony there's no way to describe what you do to me you just do to me what you do and it feels like i've been rescued i've been set free i am hypnotized by your destiny you are magical lyrical beautiful you are  pre and i want you to know baby you might also like i i love you like a love song baby i i love you like a love song baby i i love you like a love song baby and i keep hitting repeatpeatpeatpeatpeatpeat oh i i love you like a love song baby i i love you like a love song baby i i love you like a love song baby i love you i love you like a love song and i keep hitting repeatpeatpeatpeatpeatpeat   no one compares you stand alone to every record i own music to my heart that's what you are a song that goes on and on   i i love you like a love song baby ohohoh i i love you like a love song baby i love you i i love you like a love song baby i love you and i keep hitting repeatpeatpeatpeatpeatpeat like a love song like a love song i i love you like a love song baby i love ya i i love you like a love song baby i love ya i i love you like a love song baby i love you i love you like a love song,Phoenix,Female,23
19/08/2022,Look What You Made Me Do,Taylor Swift,Pop,03:32,25/08/2017,i don't like your little games don't like your tilted stage the role you made me play of the fool no i don't like you i don't like your perfect crime how you laugh when you lie you said the gun was mine isn't cool no i don't like you oh  pre but i got smarter i got harder in the nick of time honey i rose up from the dead i do it all the time i've got a list of names and yours is in red underlined i check it once then i check it twice oh  ooh look what you made me do look what you made me do look what you just made me do look what you just made me ooh look what you made me do look what you made me do look what you just made me do look what you just made me do   i don't like your kingdom keys they once belonged to me you asked me for a place to sleep locked me out and threw a feast what the world moves on another day another drama drama but not for me not for me all i think about is karma and then the world moves on but one thing's for sure maybe i got mine but you'll all get yours  pre but i got smarter i got harder in the nick of time honey i rose up from the dead i do it all the time i've got a list of names and yours is in red underlined i check it once then i check it twice oh  ooh look what you made me do look what you made me do look what you just made me do look what you just made me ooh look what you made me do look what you made me do look what you just made me do look what you just made me do   i don't trust nobody and nobody trusts me i'll be the actress starring in your bad dreams i don't trust nobody and nobody trusts me i'll be the actress starring in your bad dreams i don't trust nobody and nobody trusts me i'll be the actress starring in your bad dreams i don't trust nobody and nobody trusts me i'll be the actress starring in your bad dreams ooh look what you made me do look what you made me do look what you just made me do look what you just made me ooh look what you made me do look what you made me do look what you just made me i'm sorry the old taylor can't come to the phone right now why oh 'cause she's dead oh  ooh look what you made me do look what you made me do look what you just made me do look what you just made me ooh look what you made me do look what you made me do look what you just made me do look what you just made me do ooh look what you made me do look what you made me do look what you just made me do look what you just made me ooh look what you made me do look what you made me do look what you just made me do look what you just made me do,Phoenix,Female,23
19/08/2022,Just the Way You Are,Bruno Mars,Pop,03:41,20/07/2010,oh ohohoh ohohohoh ohohoh   oh her eyes her eyes make the stars look like they're not shinin' her hair her hair falls perfectly without her tryin' she's so beautiful and i tell her every day yeah i know i know when i compliment her she won't believe me and it's so it's so sad to think that she don't see what i see but every time she asks me do i look okay i say  when i see your face face face there's not a thing that i would change 'cause you're amazing amazing just the way you are are and when you smile smile smile the whole world stops and stares for a while 'cause girl you're amazing amazing just the way you are are yeah   her lips her lips i could kiss them all day if she'd let me her laugh her laugh she hates but i think it's so sexy she's so beautiful and i tell her every day oh you know you know you know i'd never ask you to change if perfect's what you're searching for then just stay the same so don't even bother askin' if you look okay you know i'll say   when i see your face face face there's not a thing that i would change 'cause you're amazing amazing just the way you are are and when you smile smile smile the whole world stops and stares for a while 'cause girl you're amazing amazing just the way you are are you might also like the way you are the way you are girl you're amazing amazing just the way you are are   when i see your face there's not a thing that i would change 'cause you're amazing amazing just the way you are are and when you smile the whole world stops and stares for a while 'cause girl you're amazing just the way you are yeah,Phoenix,Female,23
20/08/2022,Happier Than Ever,Billie Eilish,Pop,04:59,30/07/2021,when i'm away from you i'm happier than ever wish i could explain it better i wish it wasn't true   give me a day or two to think of something clever to write myself a letter to tell me what to do mmmm do you read my interviews or do you skip my avenue when you said you were passin' through was i even on your way i knew when i asked you to when i asked you to be cool about what i was tellin' you you'd do the opposite of what you said you'd do what you said you'd do and i'd end up more afraid don't say it isn't fair you clearly werеn't aware that you made me misеrable so if you really wanna know  when i'm away from you when i'm away from you i'm happier than ever happier than ever wish i could explain it better wish i could explain it better i wish it wasn't true mmmm   you call me again drunk in your benz drivin' home under the influence you scared me to death but i'm wastin' my breath 'cause you only listen to your fuckin' friends i don't relate to you i don't relate to you no 'cause i'd never treat me this shitty you made me hate this city   and i don't talk shit about you on the internet never told anyone anything bad 'cause that shit's embarrassing you were my everything and all that you did was make me fuckin' sad so don't waste the time i don't have and don't try to make me feel bad i could talk about every time that you showed up on time but i'd have an empty line 'cause you never did never paid any mind to my mother or friends so i shut 'em all out for you 'cause i was a kid you might also like you ruined everything good always said you were misunderstood made all my moments your own just fuckin' leave me alone yeah fuck you ah goddamn ah fuck you fuck you,Phoenix,Female,23
20/08/2022,Who Says,Selena Gomez,Pop,03:16,14/03/2011,i wouldn't wanna be anybody else hey   you made me insecure told me i wasn't good enough but who are you to judge when you're a diamond in the rough i'm sure you got some things you'd like to change about yourself but when it comes to me i wouldn't wanna be anybody else pre nananana nananana nanananana nananana nananana nanananana i'm no beauty queen i'm just beautiful me nananana nananana nanananana nananana nananana nanananana you've got every right to a beautiful life c'mon   who says who says you're not perfect who says you're not worth it who says you're the only one that's hurtin' trust me that's the price of beauty who says you're not pretty who says you're not beautiful who says   it's such a funny thing how nothing's funny when it's you you tell 'em what you mean but they keep whitin' out the truth it's like the work of art that never gets to see the light keep you beneath the stars won't let you touch the sky you might also likepre nananana nananana nanananana nananana nananana nanananana i'm no beauty queen i'm just beautiful me nananana nananana nanananana nananana nananana nanananana you've got every right to a beautiful life c'mon   who says who says you're not perfect who says you're not worth it who says you're the only one that's hurtin' trust me that's the price of beauty who says you're not pretty who says you're not beautiful who says   who says you're not star potential who says you're not presidential who says you can't be in movies listen to me listen to me who says you don't pass the test who says you can't be the best who said who said would you tell me who said that yeah who said  who says who says you're not perfect yeah who says you're not worth it yeah yeah who says you're the only one that's hurtin' trust me that's the price of beauty hey yeah beauty who says you're not pretty who said who says you're not beautiful i'm just beautiful me who says   who says you're not perfect who says you're not worth it who says you're the only one that's hurtin' trust me that's the price of beauty yeah who says you're not pretty who says you're not beautiful who says you're not beautiful who says,Phoenix,Female,23
20/08/2022,Locked Out of Heaven,Bruno Mars,Rock,03:54,01/10/2012,one two one two three aw yeah yeah aw yeah yeah yeah yeah ooh aw yeah yeah aw yeah yeah yeah yeah ooh   never had much faith in love or miracles ooh never wanna put my heart on the line ooh but swimming in your water's something spiritual ooh i'm born again every time you spend the night ooh pre 'cause your sex takes me to paradise yeah your sex takes me to paradise and it shows yeah yeah yeah   'cause you make me feel like i've been locked out of heaven for too long for too long yeah you make me feel like i've been locked out of heaven for too long for too long  post aw yeah yeah yeah yeah ooh aw yeah yeah aw yeah yeah yeah yeah ooh   you bring me to my knees you make me testify ooh you can make a sinner change his ways ooh open up your gates 'cause i can't wait to see the light ooh and right there is where i wanna stay ooh  pre 'cause your sex takes me to paradise yeah your sex takes me to paradise and it shows yeah yeah yeah you might also like 'cause you make me feel like i've been locked out of heaven for too long for too long yeah you make me feel like i've been locked out of heaven for too long for too long   oh oh oh oh yeah yeah yeah can i just stay here spend the rest of my days here oh oh oh oh yeah yeah yeah can i just stay here spend the rest of my days here   'cause you make me feel like i've been locked out of heaven for too long for too long yeah you make me feel like i've been locked out of heaven for too long for too long   aw yeah yeah yeah yeah ooh aw yeah yeah aw yeah yeah yeah yeah ooh,Phoenix,Female,23
21/08/2022,As Long As You Love Me,Justin Bieber,Pop,03:50,11/06/2012,as long as you love me love me love me love me love me love me love me as long as you love me love me love me love me love me as long as you love me   justin bieber we're under pressure we're under pressure seven billion people in the world tryna fit in tryna fit in keep it together keep it together smile on your face even though your heart is frowning frowning but hey now hey now you know girl you know girl we both know it's a cruel world cruel world but i will but i will take my chances  justin bieber as long as you love me we could be starving we could be homeless we could be broke as long as you love me i'll be your platinum i'll be your silver i'll be your gold as long as you love me love me as long as you love me love me   justin bieber i'll be your soldier i'll be your soldier fighting every second of the day for your dreams girl for your dreams girl i'll be your hova i'll be your hova you could be my destiny's child on the scene girl so don't stress don't stress and don't cry and don't cry oh we don't need no wings to fly wings to fly just take take my hand   justin bieber as long as you love me we could be starving we could be homeless we could be broke as long as you love me i'll be your platinum i'll be your silver i'll be your gold as long as you love me love me as long as you love me love me you might also like big sean whoa whoa big i don't know if this makes sense but you're my hallelujah give me a time and place i'll rendezvous it i'll fly you to it i'll beat you there girl you know i got you us trust a couple things i can't spell without 'u' now we on top of the world world 'cause that's just how we do used to tell me sky's the limit now the sky's our point of view man we stepping out like whoa oh god cameras point and shoot shoot ask me what's my best side i stand back and point at you you you the one that i argue with feel like i need a new girl to be bothered with but the grass ain't always greener on the other side it's green where you water it so i know we got issues baby true true true but i'd rather work on this with you than to go ahead and start with someone new as long as you love me   justin bieber as long as you love me yeah yeah baby we could be starving we could be homeless we could be broke as long as you love me i'll be your platinum platinum i'll be your silver i'll be your gold  justin bieber as long as you love me as long as you love me as long as you love me i'll be your silver i'll be your gold as long as you love me you love me you love me yeah it's all i want baby as long as you love me you love me please don't go as long as you love me as long as you love me as long as you love me yeah as long as you love me love me love me love me love me,Phoenix,Female,23
21/08/2022,Lover,Taylor Swift,Indie,03:42,16/08/2019,we could leave the christmas lights up 'til january and this is our place we make the rules and there's a dazzling haze a mysterious way about you dear have i known you twenty seconds or twenty years  can i go where you go can we always be this close forever and ever ah take me out and take me home you're my my my my lover  we could let our friends crash in the living room this is our place we make the call and i'm highly suspicious that everyone who sees you wants you i've loved you three summers now honey but i want 'em all  can i go where you go can we always be this close forever and ever ah take me out and take me home forever and ever you're my my my my lover   ladies and gentlemen will you please stand with every  string scar on my hand i take this magnetic force of a man to be my lover my heart's been borrowed and yours has been blue all's well that ends well to end up with you swear to be overdramatic and true to my lover and you'll save all your dirtiest jokes for me and at every table i'll save you a seat lover  can i go where you go can we always be this close forever and ever ah take me out and take me home forever and ever you're my my my my oh you're my my my my darling you're my my my my lover,Phoenix,Female,23
